iter	RMSE
1664	2.281587557
1665	2.281285358
1666	2.281048937
1667	2.280676213
1668	2.280471001
1669	2.280066581
1670	2.279668038
1671	2.279292124
1672	2.279039209
1673	2.278860627
1674	2.27858972
1675	2.278127896
1676	2.277888974
1677	2.277484329
1678	2.27733073
1679	2.277147513
1680	2.276923037
1681	2.276669317
1682	2.276281072
1683	2.275927316
1684	2.275819057
1685	2.275601589
1686	2.275374506
1687	2.275110731
1688	2.274866108
1689	2.274703682
1690	2.274590815
1691	2.27423022
1692	2.273881121
1693	2.273569542
1694	2.273279127
1695	2.27294905
1696	2.272593104
1697	2.272278088
1698	2.272079624
1699	2.271759773
1700	2.271553325
1701	2.27132075
1702	2.27107315
1703	2.270685853
1704	2.270402457
1705	2.270163107
1706	2.270083046
1707	2.269783565
1708	2.269638226
1709	2.269194329
1710	2.268912699
1711	2.268728702
1712	2.268542766
1713	2.267963724
1714	2.267694981
1715	2.267503415
1716	2.267183807
1717	2.266855865
1718	2.266703024
1719	2.266527522
1720	2.266253234
1721	2.266035229
1722	2.265774637
1723	2.265548212
1724	2.264890583
1725	2.264585619
1726	2.264298814
1727	2.263985442
1728	2.263715648
1729	2.263368267
1730	2.262918464
1731	2.262637729
1732	2.262199065
1733	2.262046807
1734	2.261870898
1735	2.261610551
1736	2.261472493
1737	2.261321867
1738	2.26090309
1739	2.260691701
1740	2.260490594
1741	2.260144872
1742	2.259719936
1743	2.259485717
1744	2.259146713
1745	2.259012716
1746	2.258682718
1747	2.258491679
1748	2.258416351
1749	2.258037917
1750	2.257665113
1751	2.257462083
1752	2.257163266
1753	2.256834229
1754	2.256674255
1755	2.256346401
1756	2.256137056
1757	2.255909989
1758	2.255609845
1759	2.25538012
1760	2.255098143
1761	2.254570581
1762	2.254170927
1763	2.253989574
1764	2.253799765
1765	2.25358696
1766	2.253323024
1767	2.253137568
1768	2.252844004
1769	2.252631581
1770	2.252265656
1771	2.252003105
1772	2.251822098
1773	2.251581444
1774	2.251219752
1775	2.251034227
1776	2.250916471
1777	2.250477538
