iter	RMSE
201	3.147524326
202	3.145864914
203	3.14341646
204	3.14216848
205	3.140465705
206	3.139047948
207	3.136977224
208	3.135135435
209	3.132937452
210	3.130983712
211	3.12935763
212	3.127718095
213	3.125510383
214	3.123735208
215	3.121837639
216	3.119480389
217	3.117538581
218	3.11589118
219	3.113948899
220	3.112024141
221	3.109449136
222	3.107588343
223	3.106127322
224	3.103447087
225	3.101664119
226	3.100112755
227	3.097792185
228	3.09634715
229	3.094423535
230	3.093137459
231	3.091604001
232	3.090192196
233	3.088954544
234	3.08663861
235	3.084779661
236	3.083115378
237	3.081386314
238	3.079881897
239	3.078527455
240	3.077021146
241	3.075488134
242	3.074201275
243	3.0725324
244	3.070895809
245	3.069739789
246	3.067973928
247	3.066685494
248	3.065115546
249	3.063656669
250	3.06245317
251	3.060803045
252	3.059200356
253	3.057467307
254	3.056108106
255	3.054651912
256	3.052814886
257	3.051098644
258	3.049573487
259	3.047361303
260	3.045566058
261	3.043985947
262	3.042516732
263	3.041371001
264	3.040250599
265	3.039147763
266	3.037821558
267	3.036430946
268	3.034843047
269	3.033402802
270	3.031338678
271	3.029744601
272	3.028580801
273	3.026909613
274	3.025541724
275	3.024335076
276	3.022879539
277	3.021192934
278	3.019594245
279	3.018606037
280	3.017375627
281	3.016233919
282	3.014927366
283	3.012887316
284	3.011360398
285	3.009654154
286	3.007713289
287	3.006708305
288	3.005108398
289	3.004106659
290	3.00278137
291	3.001587616
292	3.000282017
293	2.999161182
294	2.997987699
295	2.99656373
296	2.994696839
297	2.993125689
298	2.99224261
299	2.990294734
300	2.989190658
301	2.987514844
302	2.986316443
303	2.984623658
304	2.983553536
305	2.982248952
306	2.98137751
307	2.979892851
308	2.979144791
309	2.977508128
310	2.975620637
311	2.974242547
312	2.972873533
313	2.971287051
314	2.969962703
315	2.96837613
316	2.967319041
317	2.966212033
318	2.96550249
319	2.964145661
320	2.963282137
321	2.962330102
322	2.961071875
323	2.959893044
324	2.958876393
325	2.957626609
326	2.956671487
327	2.955167471
328	2.954351658
329	2.953261177
330	2.952076004
331	2.950986245
332	2.949813285
333	2.948490777
334	2.947511846
335	2.946320526
336	2.945271389
337	2.944349273
338	2.942732377
339	2.942047827
340	2.941113936
341	2.939852298
342	2.938771795
343	2.937680704
344	2.936993832
345	2.936281539
346	2.935093007
347	2.934122778
348	2.933047956
349	2.931821442
350	2.9306736
351	2.929653955
352	2.928673604
353	2.927529943
354	2.92651428
355	2.925416876
356	2.924427653
357	2.923368908
358	2.921907304
359	2.920330448
360	2.919401302
361	2.918200043
362	2.917233561
363	2.91628091
364	2.915253508
365	2.914477156
366	2.913410496
367	2.911820225
368	2.910677862
369	2.909594836
370	2.908854954
371	2.907716465
372	2.906905749
373	2.906124318
374	2.905055329
375	2.904571277
376	2.903757166
377	2.90294371
378	2.902036564
379	2.901203437
380	2.900393517
381	2.899744202
382	2.89886442
383	2.897555089
384	2.89666292
385	2.895281002
386	2.894331653
387	2.893309026
388	2.892834443
389	2.891445695
390	2.890482025
391	2.889388916
392	2.888297922
393	2.887493009
394	2.886638428
395	2.885461365
396	2.884461899
397	2.883496974
398	2.882727715
399	2.881646893
400	2.880937559
401	2.880147213
402	2.879107325
403	2.877724324
404	2.87703894
405	2.876109479
406	2.874650412
407	2.87358263
408	2.872819993
409	2.871180084
410	2.870193819
411	2.869523387
412	2.868771105
413	2.867965606
414	2.86666591
415	2.865707554
416	2.864644144
417	2.863876233
418	2.863094734
419	2.862330724
420	2.861052455
421	2.860257025
422	2.859346609
423	2.858125843
424	2.856583865
425	2.855735865
426	2.854640853
427	2.853697921
428	2.852825614
429	2.852046358
430	2.851161698
431	2.850245273
432	2.84933446
433	2.848500581
434	2.847344387
435	2.845976782
436	2.845355987
437	2.844533072
438	2.843682168
439	2.843009224
440	2.841932679
441	2.841126017
442	2.84004719
443	2.839180005
444	2.838620124
445	2.837839938
446	2.836998299
447	2.8362872
448	2.835814518
449	2.83504798
450	2.83415199
451	2.833276795
452	2.832307377
453	2.831258011
454	2.830688759
455	2.830080023
456	2.829020625
457	2.828336228
458	2.827722067
459	2.826926175
460	2.826087627
461	2.825228091
462	2.824502978
463	2.823880453
464	2.823076255
465	2.822101376
466	2.821132871
467	2.820634737
468	2.819922459
469	2.819212498
470	2.818450125
471	2.817683402
472	2.816992811
473	2.816151115
474	2.815493948
475	2.814451875
476	2.813503217
477	2.812578005
478	2.811883154
479	2.81100394
480	2.810341066
481	2.809465683
482	2.80866746
483	2.807546833
484	2.806839142
485	2.806120415
486	2.805041901
487	2.804496903
488	2.803633825
489	2.803081651
490	2.802420534
491	2.801674037
492	2.80112848
493	2.800594005
494	2.800028156
495	2.79944251
496	2.79840553
497	2.797544208
498	2.796738889
499	2.796280366
500	2.795471657
501	2.794667431
502	2.793882359
503	2.792990693
504	2.792169312
505	2.791718963
506	2.791090213
507	2.790663116
508	2.789441856
509	2.788479665
510	2.787596094
511	2.786647897
512	2.785657985
513	2.785023447
514	2.784420797
515	2.783233755
516	2.78249183
517	2.781577383
518	2.780780761
519	2.780110464
520	2.779549039
521	2.778140408
522	2.777641204
523	2.776955173
524	2.776324852
525	2.775699824
526	2.77472685
527	2.774040005
528	2.773308293
529	2.771941475
530	2.771274926
531	2.770941734
532	2.770245455
533	2.769518149
534	2.768188401
535	2.767264786
536	2.76636663
537	2.765827116
538	2.764672267
539	2.764186566
540	2.763088082
541	2.76218439
542	2.76160544
543	2.761121214
544	2.760348522
545	2.760026107
546	2.759060354
547	2.758653968
548	2.75810277
549	2.757500999
550	2.756480744
551	2.755620719
552	2.754268043
553	2.753191232
554	2.752443607
555	2.751621446
556	2.751332649
557	2.750333314
558	2.749859873
559	2.74928852
560	2.748774027
561	2.747947662
562	2.747239502
563	2.746573526
564	2.745944424
565	2.745363126
566	2.744884974
567	2.744268037
568	2.743657674
569	2.7425283
570	2.742135545
571	2.741306415
572	2.740664858
573	2.739714133
574	2.739184334
575	2.738649131
576	2.737823847
577	2.73710969
578	2.736342423
579	2.735552498
580	2.734767449
581	2.733875225
582	2.733209554
583	2.73219054
584	2.731725157
585	2.730671832
586	2.730349859
587	2.729787114
588	2.729190128
589	2.728474217
590	2.727763288
591	2.727019088
592	2.726160973
593	2.725462637
594	2.724880543
595	2.724277047
596	2.72362641
597	2.722781535
598	2.721994377
599	2.721461481
600	2.720864363
601	2.720050351
602	2.719586172
603	2.718752852
604	2.718298405
605	2.71771238
606	2.717132946
607	2.716513532
608	2.715895604
609	2.715269617
610	2.714815787
611	2.714121878
612	2.713685852
613	2.712889464
614	2.712212322
615	2.711824937
616	2.711293785
617	2.710600967
618	2.709793651
619	2.709318099
620	2.708323538
621	2.70766542
622	2.706909912
623	2.706494274
624	2.705713622
625	2.705273577
626	2.70460929
627	2.704199505
628	2.703652057
629	2.703148663
630	2.702773351
631	2.702212118
632	2.701490349
633	2.70108113
634	2.700515145
635	2.70010152
636	2.699737678
637	2.699135559
638	2.698590342
639	2.69772121
640	2.696461701
641	2.695779309
642	2.695079632
643	2.694564723
644	2.694145476
645	2.693395206
646	2.692861744
647	2.69247124
648	2.691897708
649	2.691242988
650	2.690708568
651	2.690329923
652	2.689659485
653	2.689309637
654	2.688308079
655	2.687338356
656	2.686782451
657	2.686126023
658	2.684889249
659	2.683721747
660	2.683346033
661	2.682652145
662	2.682093222
663	2.681382477
664	2.680762403
665	2.68037297
666	2.679664264
667	2.678590087
668	2.677776419
669	2.676737316
670	2.676208361
671	2.675286268
672	2.674853531
673	2.674156123
674	2.673508982
675	2.672594133
676	2.671971781
677	2.671607606
678	2.671049514
679	2.669956287
680	2.668913948
681	2.668474266
682	2.66787965
683	2.667225494
684	2.666637377
685	2.66580552
686	2.665230198
687	2.664484118
688	2.664004541
689	2.663357016
690	2.662528634
691	2.662281348
692	2.661928314
693	2.661578162
694	2.660841408
695	2.659867973
696	2.65956005
697	2.658799247
698	2.658119473
699	2.657781619
700	2.657308973
701	2.656798111
702	2.656321074
703	2.65558754
704	2.654862229
705	2.654527195
706	2.653825802
707	2.653337248
708	2.653007722
709	2.652772425
710	2.652025048
711	2.651702117
712	2.651309638
713	2.650961208
714	2.65046204
715	2.650039602
716	2.649538673
717	2.648904085
718	2.647942896
719	2.647533345
720	2.647076364
721	2.646181719
722	2.645687296
723	2.644887146
724	2.644184331
725	2.64366562
726	2.64290952
727	2.642114247
728	2.641490418
729	2.641119658
730	2.640619994
731	2.640131374
732	2.639302716
733	2.63856961
734	2.637958089
735	2.637480424
736	2.637085315
737	2.636236019
738	2.635753566
739	2.635236885
740	2.634468348
741	2.634057901
742	2.633521406
743	2.632646846
744	2.632267316
745	2.631879273
746	2.631342658
747	2.63091932
748	2.630283043
749	2.629513661
750	2.628978344
751	2.62834848
752	2.628025092
753	2.627780674
754	2.627229926
755	2.626499874
756	2.62601215
757	2.625579905
758	2.62504421
759	2.624622078
760	2.62382866
761	2.623199154
762	2.622618818
763	2.622040487
764	2.621649463
765	2.620926004
766	2.62050492
767	2.620217731
768	2.61960214
769	2.619048436
770	2.618695471
771	2.6179963
772	2.617197494
773	2.616786061
774	2.616213249
775	2.615721566
776	2.615137
777	2.614523428
778	2.61407169
779	2.613659223
780	2.612989045
781	2.612405688
782	2.61179341
783	2.611224325
784	2.61082036
785	2.610208552
786	2.609741514
787	2.609288745
788	2.608506748
789	2.60789241
790	2.607165251
791	2.606431441
792	2.605980724
793	2.605471587
794	2.605057551
795	2.604350253
796	2.603689532
797	2.603123193
798	2.60268031
799	2.602127971
800	2.601629127
801	2.600792222
802	2.600380643
803	2.599677067
804	2.598947214
805	2.598403139
806	2.597863157
807	2.597294642
808	2.596768408
809	2.596479676
810	2.596051888
811	2.595655856
812	2.595243005
813	2.594620567
814	2.594091628
815	2.59364496
816	2.593092313
817	2.592429117
818	2.591987561
819	2.591372552
820	2.590754069
821	2.590355543
822	2.58987906
823	2.589311809
824	2.588831217
825	2.588516216
826	2.587969341
827	2.587496376
828	2.587129218
829	2.586571228
830	2.586287138
831	2.585690487
832	2.585314682
833	2.58495934
834	2.584411255
835	2.583892939
836	2.583607144
837	2.583234485
838	2.582653764
839	2.582209734
840	2.581529956
841	2.581112095
842	2.580467506
843	2.580149789
844	2.579614568
845	2.579022489
846	2.57846162
847	2.578039286
848	2.577627289
849	2.576965919
850	2.576531011
851	2.576247141
852	2.575778632
853	2.575221284
854	2.574787044
855	2.574200339
856	2.573887781
857	2.573366686
858	2.572780347
859	2.572248571
860	2.571831459
861	2.571425137
862	2.570928237
863	2.570126327
864	2.569708286
865	2.56930802
866	2.568861118
867	2.568177791
868	2.567795299
869	2.567546982
870	2.567005974
871	2.566616634
872	2.56607541
873	2.565670019
874	2.565174462
875	2.564646684
876	2.564393231
877	2.5639891
878	2.563358037
879	2.562953125
880	2.562545171
881	2.562066377
882	2.561462979
883	2.561152892
884	2.560654658
885	2.560071207
886	2.559683669
887	2.559219423
888	2.558675919
889	2.558284828
890	2.557540341
891	2.556822336
892	2.556411966
893	2.556114395
894	2.555599012
895	2.555095274
896	2.554545966
897	2.554253262
898	2.553791197
899	2.553349375
900	2.552734662
901	2.552286341
902	2.551626653
903	2.551275265
904	2.55102365
905	2.550399752
906	2.550112981
907	2.549582452
908	2.549060206
909	2.548488182
910	2.547941114
911	2.547231151
912	2.54665448
913	2.546082793
914	2.545678265
915	2.54521744
916	2.544863127
917	2.544609654
918	2.544299273
919	2.543802922
920	2.54351114
921	2.543248619
922	2.54281283
923	2.542289691
924	2.541685564
925	2.541187736
926	2.540453827
927	2.540084236
928	2.539505281
929	2.538976003
930	2.538534577
931	2.537824753
932	2.537277243
933	2.536883039
934	2.536265251
935	2.535697256
936	2.535379446
937	2.535022286
938	2.534335233
939	2.534108793
940	2.533329645
941	2.532987273
942	2.532412736
943	2.531866217
944	2.531201823
945	2.530658457
946	2.530259638
947	2.529797923
948	2.529281076
949	2.528856257
950	2.528352869
951	2.527755355
952	2.527201791
953	2.526734267
954	2.526337102
955	2.526004846
956	2.525500341
957	2.525026365
958	2.524536223
959	2.524168253
960	2.5234943
961	2.523225964
962	2.522820059
963	2.522352643
964	2.522030255
965	2.521454502
966	2.521202489
967	2.520409762
968	2.520056616
969	2.519602183
970	2.519297319
971	2.518877331
972	2.518326589
973	2.517739088
974	2.517499543
975	2.517103166
976	2.516469311
977	2.516223442
978	2.515840779
979	2.515386659
980	2.514858155
981	2.514395141
982	2.514112107
983	2.513524645
984	2.512940356
985	2.512465129
986	2.511951382
987	2.511694839
988	2.511466423
989	2.511022629
990	2.510686219
991	2.510311422
992	2.509840356
993	2.50943693
994	2.508797134
995	2.508160145
996	2.507773569
997	2.507445321
998	2.507150293
999	2.506834685
1000	2.50645101
1001	2.505894429
1002	2.505476092
1003	2.505228187
1004	2.504867164
1005	2.504389121
1006	2.503721171
1007	2.503378002
1008	2.502991082
1009	2.502311658
1010	2.501846163
1011	2.501377019
1012	2.501058783
1013	2.500675384
1014	2.500353651
1015	2.499577609
1016	2.499117662
1017	2.498668271
1018	2.498164184
1019	2.497791978
1020	2.497319408
1021	2.496875765
1022	2.496509225
1023	2.496167834
1024	2.495812118
1025	2.4952779
1026	2.494841863
1027	2.494273151
1028	2.493766867
1029	2.493250676
1030	2.493094766
1031	2.49267245
1032	2.492326737
1033	2.491939285
1034	2.491391922
1035	2.490670625
1036	2.490305194
1037	2.489997911
1038	2.48978373
1039	2.489450405
1040	2.489056815
1041	2.488501719
1042	2.488028956
1043	2.487820823
1044	2.487192386
1045	2.486821718
1046	2.486450475
1047	2.485966308
1048	2.485409917
1049	2.484991044
1050	2.484573014
1051	2.484210378
1052	2.48382654
1053	2.483396785
1054	2.483088307
1055	2.482695315
1056	2.482215757
1057	2.481871898
1058	2.481648694
1059	2.481333273
1060	2.480940453
1061	2.48036089
1062	2.48003247
1063	2.479595899
1064	2.479230546
1065	2.478821265
1066	2.478394185
1067	2.477898516
1068	2.477481785
1069	2.476832871
1070	2.476635681
1071	2.476231544
1072	2.47582262
1073	2.475656137
1074	2.475294711
1075	2.474998007
1076	2.474747706
1077	2.474172091
1078	2.473717641
1079	2.473215157
1080	2.472934311
1081	2.472551592
1082	2.472362032
1083	2.472031507
1084	2.471780343
1085	2.471229659
1086	2.470680807
1087	2.470375178
1088	2.46977786
1089	2.469439354
1090	2.469196932
1091	2.469005499
1092	2.468739459
1093	2.468339699
1094	2.468087067
1095	2.467494997
1096	2.467007217
1097	2.466845585
1098	2.466585451
1099	2.46629321
1100	2.46590625
1101	2.465491587
1102	2.46510487
1103	2.464873642
1104	2.464648227
1105	2.464248687
1106	2.463913703
1107	2.46365383
1108	2.463385346
1109	2.463037358
1110	2.462472439
1111	2.461901168
1112	2.461438169
1113	2.461185014
1114	2.460811604
1115	2.460457678
1116	2.459889281
1117	2.45932231
1118	2.458771249
1119	2.45828107
1120	2.457778804
1121	2.457230946
1122	2.456899851
1123	2.456338592
1124	2.456014751
1125	2.455625269
1126	2.455263895
1127	2.454883139
1128	2.454478945
1129	2.454298578
1130	2.453965654
1131	2.453641687
1132	2.453355386
1133	2.453025796
1134	2.452703634
1135	2.452407605
1136	2.4518894
1137	2.451588731
1138	2.451383225
1139	2.450904512
1140	2.45048202
1141	2.450223723
1142	2.449920317
1143	2.449497696
1144	2.449039925
1145	2.448679045
1146	2.448381576
1147	2.448031487
1148	2.447409641
1149	2.447159339
1150	2.446819529
1151	2.446296246
1152	2.445831776
1153	2.445438647
1154	2.445176072
1155	2.444825939
1156	2.444328534
1157	2.443734115
1158	2.443321551
1159	2.442811919
1160	2.442567479
1161	2.442319711
1162	2.441914236
1163	2.441536233
1164	2.440977471
1165	2.440660838
1166	2.440061585
1167	2.439764162
1168	2.439345278
1169	2.438926678
1170	2.438624909
1171	2.438327834
1172	2.437943349
1173	2.437545078
1174	2.437164483
1175	2.436607783
1176	2.436177219
1177	2.435801522
1178	2.435510558
1179	2.435212354
1180	2.434659833
1181	2.43426761
1182	2.433931929
1183	2.433641734
1184	2.433324253
1185	2.432751444
1186	2.432474979
1187	2.432157554
1188	2.431681608
1189	2.431213961
1190	2.43075872
1191	2.430573041
1192	2.430024763
1193	2.429791486
1194	2.429465593
1195	2.429279306
1196	2.429097833
1197	2.428871583
1198	2.428497154
1199	2.428260417
1200	2.428004815
1201	2.427409665
1202	2.42712204
1203	2.426585108
1204	2.426347622
1205	2.426061259
1206	2.425606623
1207	2.425430064
1208	2.42508733
1209	2.424827162
1210	2.42452256
1211	2.424195911
1212	2.423874204
1213	2.423568764
1214	2.423207394
1215	2.423075342
1216	2.422678024
1217	2.422125682
1218	2.421801688
1219	2.421363363
1220	2.420763935
1221	2.420560829
1222	2.420316225
1223	2.419964612
1224	2.419648415
1225	2.419390589
1226	2.41920825
1227	2.418659641
1228	2.418092261
1229	2.417691903
1230	2.417485384
1231	2.417109482
1232	2.41658376
1233	2.416370099
1234	2.416053308
1235	2.415653724
1236	2.41517928
1237	2.414920828
1238	2.414547682
1239	2.41425624
1240	2.413934812
1241	2.41358389
1242	2.413264641
1243	2.412750748
1244	2.412467102
1245	2.412194201
1246	2.411903286
1247	2.411136616
1248	2.410883091
1249	2.410463441
1250	2.410108725
1251	2.409775961
1252	2.409416636
1253	2.409042876
1254	2.408611871
1255	2.408428955
1256	2.40786968
1257	2.407555718
1258	2.406992344
1259	2.406588121
1260	2.40627129
1261	2.405837688
1262	2.405467668
1263	2.404940854
1264	2.40463968
1265	2.404350502
1266	2.403810024
1267	2.40355538
1268	2.403053468
1269	2.402746383
1270	2.402377376
1271	2.401939122
1272	2.401633234
1273	2.401341895
1274	2.401064523
1275	2.400661796
1276	2.400180272
1277	2.400036403
1278	2.399830884
1279	2.399500349
1280	2.399161072
1281	2.398940139
1282	2.398391906
1283	2.397759782
1284	2.397430479
1285	2.397045838
1286	2.396812348
1287	2.396292932
1288	2.396040114
1289	2.39565476
1290	2.395539999
1291	2.395085844
1292	2.394825347
1293	2.394493037
1294	2.394194892
1295	2.393947983
1296	2.393601645
1297	2.393230771
1298	2.392882193
1299	2.392591553
1300	2.392221065
1301	2.39180614
1302	2.391364023
1303	2.391192516
1304	2.390840017
1305	2.390600038
1306	2.39024705
1307	2.389932133
1308	2.389729406
1309	2.389243901
1310	2.388951474
1311	2.388516226
1312	2.388248393
1313	2.387973204
1314	2.387530945
1315	2.387241251
1316	2.387015604
1317	2.386663423
1318	2.386450512
1319	2.386075096
1320	2.385800977
1321	2.385470161
1322	2.385110851
1323	2.38491217
1324	2.384319598
1325	2.383944831
1326	2.383593737
1327	2.383179463
1328	2.382976635
1329	2.382730227
1330	2.3825418
1331	2.382286466
1332	2.382015958
1333	2.381802568
1334	2.381608119
1335	2.381120884
1336	2.380814608
1337	2.3805571
1338	2.380291615
1339	2.37981304
1340	2.379365601
1341	2.379044889
1342	2.37868572
1343	2.3782267
1344	2.377954617
1345	2.377733103
1346	2.377206833
1347	2.377046847
1348	2.376663396
1349	2.376453395
1350	2.376121986
1351	2.375681901
1352	2.375567274
1353	2.375421378
1354	2.375299576
1355	2.375134992
1356	2.374763377
1357	2.374598257
1358	2.374348609
1359	2.374164897
1360	2.373920437
1361	2.373411883
1362	2.37318517
1363	2.372956762
1364	2.372609027
1365	2.372258956
1366	2.371974278
1367	2.371756119
1368	2.371301821
1369	2.371003228
1370	2.370655318
1371	2.370473177
1372	2.370283653
1373	2.370012241
1374	2.369811999
1375	2.369397529
1376	2.369141233
1377	2.368859525
1378	2.368653087
1379	2.368347495
1380	2.367962753
1381	2.367583039
1382	2.367360275
1383	2.367087954
1384	2.366781196
1385	2.366559295
1386	2.366246411
1387	2.365891029
1388	2.365513456
1389	2.364915046
1390	2.36466977
1391	2.364493312
1392	2.364283058
1393	2.363795256
1394	2.363632928
1395	2.363030152
1396	2.362612982
1397	2.36241482
1398	2.361912796
1399	2.361555579
1400	2.361178923
1401	2.360591498
1402	2.360277279
1403	2.359911586
1404	2.359540456
1405	2.359195357
1406	2.358995949
1407	2.358525756
1408	2.358318193
1409	2.358082652
1410	2.357743281
1411	2.35745416
1412	2.357162848
1413	2.356954671
1414	2.356522238
1415	2.356049912
1416	2.355825209
1417	2.355485493
1418	2.355020192
1419	2.354742913
1420	2.35458417
1421	2.354268427
1422	2.353851177
1423	2.353555212
1424	2.353236086
1425	2.35301137
1426	2.352694401
1427	2.352483901
1428	2.352312758
1429	2.352005284
1430	2.351772022
1431	2.351480744
1432	2.35126751
1433	2.3511306
1434	2.350702399
1435	2.350320897
1436	2.350131365
1437	2.349800915
1438	2.349564931
1439	2.34921328
1440	2.348840388
1441	2.348563713
1442	2.348118676
1443	2.347729722
1444	2.347517558
1445	2.347254776
1446	2.346905664
1447	2.346643429
1448	2.346492675
1449	2.346225409
1450	2.345809395
1451	2.345528529
1452	2.345261968
1453	2.345000807
1454	2.344506333
1455	2.344305296
1456	2.343800932
1457	2.343200072
1458	2.342811638
1459	2.342538008
1460	2.342105415
1461	2.341626931
1462	2.341299946
1463	2.340882292
1464	2.340589571
1465	2.340336461
1466	2.339939565
1467	2.339549969
1468	2.33907395
1469	2.338597503
1470	2.338062104
1471	2.337788169
1472	2.337666538
1473	2.337471932
1474	2.337145468
1475	2.336609561
1476	2.336407934
1477	2.336049911
1478	2.335701343
1479	2.335379807
1480	2.335049896
1481	2.334837221
1482	2.334672349
1483	2.334424477
1484	2.334113441
1485	2.333916937
1486	2.333596413
1487	2.333252672
1488	2.332925043
1489	2.332669886
1490	2.332354398
1491	2.332029023
1492	2.331804921
1493	2.331470705
1494	2.331149959
1495	2.330898779
1496	2.330531553
1497	2.330010838
1498	2.32975037
1499	2.329533846
1500	2.329297381
1501	2.328831587
1502	2.32848819
1503	2.328275934
1504	2.32798939
1505	2.327607938
1506	2.327230231
1507	2.327027357
1508	2.32682019
1509	2.326616499
1510	2.326363887
1511	2.326205253
1512	2.325891568
1513	2.325536322
1514	2.325232371
1515	2.324902129
1516	2.324512081
1517	2.324171032
1518	2.323968885
1519	2.323702459
1520	2.323434823
1521	2.323154395
1522	2.322755168
1523	2.322424779
1524	2.322164351
1525	2.321895698
1526	2.321696005
1527	2.321392094
1528	2.321167582
1529	2.320929448
1530	2.320569955
1531	2.320384151
1532	2.320093771
1533	2.31978432
1534	2.319491209
1535	2.319080764
1536	2.318821122
1537	2.318626319
1538	2.318364262
1539	2.318050024
1540	2.317757268
1541	2.317399604
1542	2.317218033
1543	2.317034036
1544	2.316920742
1545	2.316456417
1546	2.316300873
1547	2.316118946
1548	2.315739158
1549	2.315477804
1550	2.315073536
1551	2.314813328
1552	2.314534903
1553	2.314352704
1554	2.314207854
1555	2.313891976
1556	2.313571832
1557	2.313130769
1558	2.312792022
1559	2.312510833
1560	2.312274165
1561	2.311863958
1562	2.311601589
1563	2.311233218
1564	2.310895999
1565	2.310596675
1566	2.310400778
1567	2.310229577
1568	2.309933876
1569	2.309679847
1570	2.309377659
1571	2.309099643
1572	2.308690996
1573	2.30842995
1574	2.308003012
1575	2.307715127
1576	2.3075557
1577	2.3073736
1578	2.306995072
1579	2.306738155
1580	2.306633788
1581	2.306491934
1582	2.306159183
1583	2.305986708
1584	2.305782865
1585	2.305569998
1586	2.305258942
1587	2.304673417
1588	2.304295578
1589	2.304013768
1590	2.303819225
1591	2.303494718
1592	2.303219086
1593	2.303086517
1594	2.302816056
1595	2.302507678
1596	2.302174203
1597	2.301759689
1598	2.301302421
1599	2.300981681
1600	2.300573444
1601	2.300296019
1602	2.300001496
1603	2.299673972
1604	2.299425388
1605	2.299201409
1606	2.298858785
1607	2.298601454
1608	2.29838939
1609	2.298055492
1610	2.297684651
1611	2.297345283
1612	2.297074711
1613	2.296849898
1614	2.296649915
1615	2.296345294
1616	2.296070367
1617	2.295644282
1618	2.295051267
1619	2.294786411
1620	2.294453502
1621	2.294111462
1622	2.293615084
1623	2.293356036
1624	2.292981658
1625	2.29269571
1626	2.292317181
1627	2.292093757
1628	2.291823087
1629	2.291636915
1630	2.291465513
1631	2.291209419
1632	2.290729334
1633	2.290507156
1634	2.290144811
1635	2.289836311
1636	2.289516685
1637	2.289282885
1638	2.288793903
1639	2.288507522
1640	2.288194253
1641	2.287912803
1642	2.287635593
1643	2.287511315
1644	2.287295024
1645	2.286850115
1646	2.286748698
1647	2.286534479
1648	2.286244689
1649	2.285983505
1650	2.285746723
1651	2.285462509
1652	2.285279764
1653	2.284744151
1654	2.28428503
1655	2.284040713
1656	2.283828415
1657	2.283633036
1658	2.283229103
1659	2.282946422
1660	2.282661749
1661	2.282496726
1662	2.282219488
1663	2.28187084
