iter	Passed	Remaining
1663	85437	428009
1664	85486	427947
1665	85535	427883
1666	85580	427800
1667	85625	427719
1668	85671	427638
1669	85719	427573
1670	85765	427494
1671	85814	427428
1672	85862	427363
1673	85912	427305
1674	85959	427234
1675	86008	427168
1676	86055	427094
1677	86169	427354
1678	86215	427276
1679	86261	427199
1680	86309	427129
1681	86355	427052
1682	86406	427001
1683	86456	426942
1684	86504	426877
1685	86553	426811
1686	86606	426769
1687	86652	426689
1688	86701	426627
1689	86747	426552
1690	86792	426467
1691	86843	426413
1692	86894	426364
1693	86943	426299
1694	86991	426232
1695	87037	426153
1696	87083	426078
1697	87164	426171
1698	87234	426213
1699	87284	426155
1700	87329	426069
1701	87386	426048
1702	87437	425993
1703	87496	425982
1704	87548	425932
1705	87617	425965
1706	87672	425932
1707	87718	425857
1708	87765	425785
1709	87819	425743
1710	87865	425668
1711	87912	425593
1712	87959	425522
1713	88004	425440
1714	88056	425394
1715	88108	425342
1716	88156	425276
1717	88236	425363
1718	88285	425301
1719	88332	425227
1720	88379	425156
1721	88429	425097
1722	88478	425035
1723	88527	424972
1724	88576	424912
1725	88627	424856
1726	88673	424780
1727	88721	424714
1728	88768	424639
1729	88813	424559
1730	88862	424496
1731	88909	424424
1732	88957	424359
1733	89002	424277
1734	89045	424186
1735	89092	424111
1736	89134	424019
1737	89184	423957
1738	89338	424397
1739	89398	424386
1740	89444	424308
1741	89495	424256
1742	89541	424177
1743	89584	424090
1744	89633	424023
1745	89682	423963
1746	89728	423885
1747	89774	423808
1748	89829	423774
1749	89878	423712
1750	89926	423643
1751	89971	423563
1752	90018	423494
1753	90067	423430
1754	90112	423347
1755	90160	423280
1756	90216	423252
1757	90266	423194
1758	90318	423148
1759	90396	423221
1760	90450	423182
1761	90532	423274
1762	90590	423252
1763	90644	423214
1764	90696	423165
1765	90744	423098
1766	90790	423022
1767	90838	422954
1768	90886	422884
1769	90933	422814
1770	90989	422784
1771	91041	422735
1772	91087	422658
1773	91140	422617
1774	91192	422567
1775	91243	422515
1776	91298	422480
1777	91353	422447
